# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2025-10-17T11:48:44.751Z
#
# Location: GEO -12.0N 283.2E, URSI-Code JI91J JICAMARCA
# Instrument: Ionosonde, Model: DPS-4
#
# Query for measurement intervals of time:
# 2019-01-01T00:00:00.000Z - 2019-12-29T23:59:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of JI91J data provider
#
#Time                     CS   foF2 QD
2019-01-07T11:05:00.000Z 100  3.900 //
2019-01-07T11:10:00.000Z 100  4.213 //
2019-01-07T11:15:00.000Z 100  4.350 //
2019-01-07T11:20:00.000Z 100  4.500 //
2019-01-07T11:25:00.000Z 100  4.750 //
2019-01-07T11:30:00.000Z 100  4.789 //
2019-01-07T11:35:00.000Z 100  4.913 //
2019-01-07T11:40:00.000Z 100  4.850 //
2019-01-07T11:45:00.000Z 100  4.950 //
2019-01-07T11:50:00.000Z 100  4.950 //
2019-01-07T11:55:00.000Z 100  5.150 //
2019-01-07T12:00:00.000Z 100  5.050 //
2019-01-07T12:05:00.000Z 100  5.050 //
2019-01-07T12:10:00.000Z 100  5.725 //
2019-01-07T12:15:00.000Z 100  5.650 //
2019-01-07T12:20:00.000Z 100  5.550 //
2019-01-07T12:25:00.000Z 100  5.450 //
2019-01-07T12:30:00.000Z 100  5.750 //
2019-01-07T12:35:00.000Z 100  5.750 //
2019-01-07T12:40:00.000Z  70  5.850 //
2019-01-07T12:45:00.000Z 100  5.701 //
2019-01-07T12:50:00.000Z 100  5.950 //
2019-01-07T12:55:00.000Z 100  6.404 //
2019-01-07T13:00:00.000Z  70  6.613 //
2019-01-07T13:05:00.000Z 100  6.550 //
2019-01-07T13:10:00.000Z 100  6.550 //
2019-01-07T13:15:00.000Z 100  5.850 //
2019-01-07T13:20:00.000Z  70  5.850 //
2019-01-07T13:25:00.000Z 100  6.450 //
2019-01-07T13:30:00.000Z  70  6.407 //
2019-01-07T13:35:00.000Z   0  6.300 //
2019-01-07T13:40:00.000Z  70  5.950 //
2019-01-07T13:45:00.000Z 100  5.950 //
2019-01-07T13:50:00.000Z 100  5.850 //
2019-01-07T13:55:00.000Z  70  5.850 //
2019-01-07T14:00:00.000Z  75  5.950 //
2019-01-07T14:05:00.000Z  70  5.850 //
2019-01-07T14:10:00.000Z  70  5.850 //
2019-01-07T14:15:00.000Z 100  5.550 //
2019-01-07T14:20:00.000Z 100  5.650 //
2019-01-07T14:25:00.000Z   0  5.600 //
2019-01-07T14:30:00.000Z 100  5.650 //
2019-01-07T14:35:00.000Z 100  5.650 //
2019-01-07T14:40:00.000Z  70  5.650 //
2019-01-07T14:45:00.000Z  70  5.750 //
2019-01-07T14:50:00.000Z 100  5.725 //
2019-01-07T14:55:00.000Z 100  5.825 //
2019-01-07T15:00:00.000Z 100  5.850 //
2019-01-07T15:05:00.000Z  70  5.913 //
2019-01-07T15:10:00.000Z  70  5.950 //
2019-01-07T15:15:00.000Z  70  5.907 //
2019-01-07T15:20:00.000Z  70  5.850 //
2019-01-07T15:25:00.000Z   0  5.700 //
2019-01-07T15:30:00.000Z  70  5.850 //
2019-01-07T15:35:00.000Z 100  5.850 //
2019-01-07T15:40:00.000Z  70  5.750 //
2019-01-07T15:45:00.000Z   0  5.650 //
2019-01-07T15:50:00.000Z  70  5.350 //
2019-01-07T16:00:00.000Z 100  5.625 //
2019-01-07T16:05:00.000Z  70  5.650 //
2019-01-07T16:10:00.000Z  70  5.750 //
2019-01-07T16:15:00.000Z 100  5.304 //
2019-01-07T16:20:00.000Z   0  5.350 //
2019-01-07T16:25:00.000Z  70  5.350 //
2019-01-07T16:30:00.000Z  70  5.550 //
2019-01-07T16:45:00.000Z 100  6.250 //
2019-01-07T16:50:00.000Z 100  6.350 //
2019-01-07T16:55:00.000Z   0  6.250 //
2019-01-07T17:00:00.000Z  70  5.950 //
2019-01-07T17:05:00.000Z 100  5.994 //
2019-01-07T17:10:00.000Z 100  6.050 //
2019-01-07T17:15:00.000Z  70  6.582 //
2019-01-07T17:20:00.000Z  70  6.450 //
2019-01-07T17:25:00.000Z 100  6.650 //
2019-01-07T17:30:00.000Z  70  5.913 //
2019-01-07T17:35:00.000Z  70  6.450 //
2019-01-07T17:40:00.000Z 100  6.425 //
2019-01-07T17:45:00.000Z  70  6.504 //
2019-01-07T17:50:00.000Z 100  6.550 //
2019-01-07T17:55:00.000Z 100  6.750 //
2019-01-07T18:00:00.000Z 100  6.750 //
2019-01-07T18:05:00.000Z 100  6.850 //
2019-01-07T18:10:00.000Z   0  6.900 //
2019-01-07T18:15:00.000Z 100  7.050 //
2019-01-07T18:20:00.000Z 100  7.125 //
2019-01-07T18:25:00.000Z 100  7.325 //
2019-01-07T18:30:00.000Z 100  7.325 //
2019-01-07T18:35:00.000Z 100  7.550 //
2019-01-07T18:40:00.000Z  70  7.650 //
2019-01-07T18:45:00.000Z 100  7.613 //
2019-01-07T18:50:00.000Z  50  7.750 //
2019-01-07T18:55:00.000Z  70  7.750 //
2019-01-07T19:00:00.000Z  50  7.800 //
2019-01-07T19:05:00.000Z  50  7.900 //
2019-01-07T19:10:00.000Z  50  8.000 //
2019-01-07T19:15:00.000Z  70  7.900 //
2019-01-07T19:20:00.000Z 100  8.150 //
2019-01-07T19:25:00.000Z   0  7.800 //
2019-01-07T19:30:00.000Z 100  7.725 //
2019-01-07T19:35:00.000Z 100  7.507 //
2019-01-07T19:40:00.000Z 100  7.925 //
2019-01-07T19:45:00.000Z 100  7.750 //
2019-01-07T19:50:00.000Z 100  7.807 //
2019-01-07T19:55:00.000Z 100  7.802 //
2019-01-07T20:00:00.000Z 100  7.801 //
2019-01-07T20:05:00.000Z 100  8.050 //
2019-01-07T20:10:00.000Z 100  7.750 //
2019-01-07T20:15:00.000Z 100  8.025 //
2019-01-07T20:20:00.000Z 100  8.050 //
2019-01-07T20:25:00.000Z 100  7.550 //
2019-01-07T20:30:00.000Z   0  7.400 //
2019-01-07T20:35:00.000Z 100  7.325 //
2019-01-07T20:40:00.000Z 100  7.625 //
2019-01-07T20:45:00.000Z  70  7.750 //
2019-01-07T20:50:00.000Z 100  7.450 //
2019-01-07T20:55:00.000Z 100  7.725 //
2019-01-07T21:00:00.000Z 100  7.625 //
2019-01-07T21:05:00.000Z 100  7.507 //
2019-01-07T21:10:00.000Z 100  7.250 //
2019-01-07T21:15:00.000Z 100  7.413 //
2019-01-07T21:20:00.000Z 100  7.150 //
2019-01-07T21:25:00.000Z 100  7.013 //
2019-01-07T21:30:00.000Z 100  7.150 //
2019-01-07T21:35:00.000Z 100  7.550 //
2019-01-07T21:40:00.000Z 100  7.550 //
2019-01-07T21:45:00.000Z 100  7.725 //
2019-01-07T21:50:00.000Z 100  7.725 //
2019-01-07T21:55:00.000Z 100  7.750 //
2019-01-07T22:00:00.000Z 100  7.750 //
2019-01-07T22:05:00.000Z 100  7.650 //
2019-01-07T22:10:00.000Z 100  7.850 //
2019-01-07T22:15:00.000Z 100  7.950 //
2019-01-07T22:20:00.000Z 100  7.950 //
2019-01-07T22:25:00.000Z 100  7.775 //
2019-01-07T22:30:00.000Z 100  8.225 //
2019-01-07T22:35:00.000Z 100  8.250 //
2019-01-07T22:40:00.000Z 100  8.325 //
2019-01-07T22:45:00.000Z 100  8.400 //
2019-01-07T22:50:00.000Z 100  8.525 //
2019-01-07T22:55:00.000Z 100  8.450 //
2019-01-07T23:00:00.000Z 100  8.500 //
2019-01-07T23:05:00.000Z 100  8.500 //
2019-01-07T23:10:00.000Z 100  8.650 //
2019-01-07T23:15:00.000Z 100  8.600 //
2019-01-07T23:20:00.000Z 100  8.400 //
2019-01-07T23:25:00.000Z 100  8.900 //
2019-01-07T23:30:00.000Z  70  8.900 //
2019-01-07T23:35:00.000Z 100  8.700 //
2019-01-07T23:40:00.000Z  70  7.100 //
2019-01-07T23:45:00.000Z  70  8.500 //
2019-01-07T23:50:00.000Z  70  8.500 //
2019-01-07T23:55:00.000Z  70  8.400 //
2019-01-08T00:00:00.000Z 100  8.300 //
2019-01-08T00:05:00.000Z 100  8.200 //
2019-01-08T00:10:00.000Z 100  8.000 //
2019-01-08T00:15:00.000Z 100  7.900 //
2019-01-08T00:20:00.000Z 100  7.800 //
2019-01-08T00:25:00.000Z 100  5.900 //
2019-01-08T00:30:00.000Z   0  7.200 //
2019-01-08T00:35:00.000Z 100  7.300 //
2019-01-08T00:40:00.000Z 100  7.100 //
2019-01-08T00:45:00.000Z 100  7.000 //
2019-01-08T00:50:00.000Z 100  6.300 //
2019-01-08T00:55:00.000Z 100  6.700 //
2019-01-08T01:00:00.000Z 100  6.400 //
2019-01-08T01:05:00.000Z 100  6.400 //
2019-01-08T01:10:00.000Z 100  6.400 //
2019-01-08T01:15:00.000Z 100  5.900 //
2019-01-08T01:20:00.000Z 100  5.800 //
2019-01-08T01:25:00.000Z 100  5.900 //
2019-01-08T01:30:00.000Z 100  5.600 //
2019-01-08T01:35:00.000Z 100  5.400 //
2019-01-08T01:40:00.000Z 100  5.400 //
2019-01-08T01:45:00.000Z 100  4.700 //
2019-01-08T01:50:00.000Z 100  5.200 //
2019-01-08T01:55:00.000Z 100  4.900 //
2019-01-08T02:00:00.000Z 100  4.700 //
2019-01-08T02:05:00.000Z   0  4.400 //
2019-01-08T02:10:00.000Z   0  3.400 //
2019-01-08T02:15:00.000Z 100  4.500 //
2019-01-08T02:20:00.000Z 100  4.400 //
2019-01-08T02:25:00.000Z 100  4.200 //
2019-01-08T02:30:00.000Z 100  4.200 //
2019-01-08T02:35:00.000Z 100  4.100 //
2019-01-08T02:40:00.000Z 100  3.500 //
2019-01-08T02:45:00.000Z 100  3.700 //
2019-01-08T02:50:00.000Z 100  3.800 //
2019-01-08T02:55:00.000Z 100  3.900 //
2019-01-08T03:00:00.000Z 100  3.700 //
2019-01-08T03:05:00.000Z 100  3.500 //
2019-01-08T03:10:00.000Z 100  3.800 //
2019-01-08T03:20:00.000Z 100  3.700 //
2019-01-08T03:25:00.000Z 100  3.700 //
2019-01-08T03:30:00.000Z 100  3.800 //
2019-01-08T03:35:00.000Z 100  3.800 //
2019-01-08T03:40:00.000Z 100  3.700 //
2019-01-08T03:50:00.000Z 100  3.500 //
2019-01-08T03:55:00.000Z 100  3.600 //
2019-01-08T04:00:00.000Z 100  3.600 //
2019-01-08T04:05:00.000Z 100  3.500 //
2019-01-08T04:20:00.000Z 100  3.300 //
2019-01-08T04:35:00.000Z 100  3.000 //
2019-01-08T04:40:00.000Z 100  2.700 //
2019-01-08T04:45:00.000Z 100  3.000 //
2019-01-08T04:50:00.000Z 100  3.100 //
2019-01-08T04:55:00.000Z 100  3.000 //
2019-01-08T05:05:00.000Z 100  2.800 //
2019-01-08T06:25:00.000Z 100  3.100 //
2019-01-08T06:45:00.000Z 100  3.000 //
2019-01-08T06:50:00.000Z 100  3.100 //
2019-01-08T10:55:00.000Z  70  3.200 //
2019-01-08T11:00:00.000Z 100  3.400 //
2019-01-08T11:05:00.000Z 100  3.950 //
2019-01-08T11:10:00.000Z 100  4.112 //
2019-01-08T11:15:00.000Z 100  4.200 //
2019-01-08T11:20:00.000Z 100  4.612 //
2019-01-08T11:25:00.000Z 100  4.650 //
2019-01-08T11:30:00.000Z 100  4.650 //
2019-01-08T11:35:00.000Z 100  4.750 //
2019-01-08T11:40:00.000Z 100  4.950 //
2019-01-08T11:45:00.000Z 100  5.250 //
2019-01-08T11:50:00.000Z 100  5.250 //
2019-01-08T11:55:00.000Z  70  5.200 //
2019-01-08T12:00:00.000Z 100  5.450 //
2019-01-08T12:05:00.000Z 100  5.325 //
2019-01-08T12:10:00.000Z 100  5.350 //
2019-01-08T12:15:00.000Z 100  5.525 //
2019-01-08T12:20:00.000Z   0  5.900 //
2019-01-08T12:25:00.000Z 100  5.613 //
2019-01-08T12:30:00.000Z   0  6.000 //
2019-01-08T12:35:00.000Z 100  6.150 //
2019-01-08T12:40:00.000Z 100  6.050 //
2019-01-08T12:45:00.000Z 100  5.650 //
2019-01-08T13:00:00.000Z 100  5.850 //
2019-01-08T13:15:00.000Z 100  6.050 //
2019-01-08T13:30:00.000Z 100  6.304 //
2019-01-08T13:45:00.000Z 100  6.650 //
2019-01-08T14:00:00.000Z  70  6.950 //
2019-01-08T14:15:00.000Z 100  7.513 //
2019-01-08T14:30:00.000Z 100  7.450 //
2019-01-08T14:45:00.000Z 100  7.501 //
2019-01-08T15:00:00.000Z 100  7.725 //
2019-01-08T15:15:00.000Z 100  7.613 //
2019-01-08T15:30:00.000Z   0  5.500 //
2019-01-08T15:45:00.000Z 100  6.950 //
2019-01-08T16:00:00.000Z  70  6.550 //
2019-01-08T16:15:00.000Z  70  5.950 //
2019-01-08T16:30:00.000Z  70  4.950 //
2019-01-08T16:45:00.000Z  70  5.650 //
2019-01-08T17:00:00.000Z  70  5.750 //
2019-01-08T17:15:00.000Z  70  5.650 //
2019-01-08T17:45:00.000Z   0  5.600 //
2019-01-08T18:00:00.000Z  70  5.850 //
2019-01-08T18:15:00.000Z 100  6.125 //
2019-01-08T18:30:00.000Z   0  5.900 //
2019-01-08T18:45:00.000Z 100  6.650 //
2019-01-08T19:00:00.000Z 100  6.950 //
2019-01-08T19:15:00.000Z  70  7.250 //
2019-01-08T19:30:00.000Z  70  7.325 //
2019-01-08T19:45:00.000Z 100  7.425 //
2019-01-08T20:00:00.000Z 100  7.325 //
2019-01-08T20:15:00.000Z 100  7.350 //
2019-01-08T20:30:00.000Z 100  7.125 //
2019-01-08T20:45:00.000Z  70  6.950 //
2019-01-08T21:00:00.000Z 100  6.925 //
2019-01-08T21:15:00.000Z 100  6.850 //
2019-01-08T21:30:00.000Z 100  6.950 //
2019-01-08T21:45:00.000Z 100  7.025 //
2019-01-08T22:00:00.000Z 100  7.025 //
2019-01-08T22:15:00.000Z  70  6.850 //
2019-01-08T22:30:00.000Z  50  6.900 //
2019-01-08T22:45:00.000Z 100  7.300 //
2019-01-08T23:00:00.000Z 100  7.000 //
2019-01-08T23:15:00.000Z 100  7.150 //
2019-01-08T23:30:00.000Z 100  7.700 //
2019-01-08T23:45:00.000Z  70  7.800 //
2019-01-09T00:00:00.000Z 100  7.800 //
2019-01-09T00:15:00.000Z 100  6.900 //
2019-01-09T00:30:00.000Z 100  5.800 //
2019-01-09T00:45:00.000Z 100  5.700 //
2019-01-09T01:00:00.000Z 100  5.700 //
2019-01-09T01:15:00.000Z 100  5.400 //
2019-01-09T01:30:00.000Z 100  5.300 //
2019-01-09T01:45:00.000Z 100  5.200 //
2019-01-09T02:00:00.000Z 100  4.900 //
2019-01-09T02:15:00.000Z 100  4.700 //
2019-01-09T02:30:00.000Z 100  4.700 //
2019-01-09T02:45:00.000Z 100  4.700 //
2019-01-09T03:00:00.000Z 100  4.800 //
2019-01-09T03:15:00.000Z 100  4.900 //
2019-01-09T03:30:00.000Z 100  5.300 //
2019-01-09T03:45:00.000Z 100  5.500 //
2019-01-09T04:00:00.000Z 100  6.300 //
2019-01-09T04:15:00.000Z 100  5.800 //
2019-01-09T04:30:00.000Z 100  5.200 //
2019-01-09T04:45:00.000Z 100  4.700 //
2019-01-09T05:00:00.000Z 100  4.400 //
2019-01-09T05:15:00.000Z 100  3.700 //
2019-01-09T05:30:00.000Z 100  4.100 //
2019-01-09T05:45:00.000Z 100  3.900 //
2019-01-09T06:00:00.000Z 100  4.800 //
2019-01-09T06:15:00.000Z 100  4.600 //
2019-01-09T06:30:00.000Z 100  3.500 //
2019-01-09T06:45:00.000Z 100  3.200 //
2019-01-09T07:00:00.000Z 100  2.900 //
2019-01-09T07:15:00.000Z 100  3.900 //
2019-01-09T07:45:00.000Z 100  3.200 //
2019-01-09T08:00:00.000Z 100  3.000 //
2019-01-09T11:00:00.000Z 100  3.600 //
2019-01-09T11:15:00.000Z 100  4.200 //
2019-01-09T11:30:00.000Z 100  4.850 //
2019-01-09T11:45:00.000Z 100  5.250 //
2019-01-09T12:00:00.000Z 100  5.413 //
2019-01-09T12:15:00.000Z  70  5.750 //
2019-01-09T12:30:00.000Z 100  5.750 //
2019-01-09T12:45:00.000Z  70  5.650 //
2019-01-09T13:00:00.000Z  70  5.850 //
2019-01-09T13:15:00.000Z 100  5.807 //
2019-01-09T13:30:00.000Z  70  6.001 //
2019-01-09T13:45:00.000Z   0  6.300 //
2019-01-09T14:00:00.000Z  70  6.350 //
2019-01-09T14:15:00.000Z 100  6.450 //
2019-01-09T14:30:00.000Z   0  6.200 //
2019-01-09T14:45:00.000Z 100  6.350 //
2019-01-09T15:00:00.000Z 100  6.513 //
2019-01-09T15:15:00.000Z 100  6.750 //
2019-01-09T15:30:00.000Z 100  6.950 //
2019-01-09T15:45:00.000Z 100  7.050 //
2019-01-09T16:00:00.000Z  70  6.850 //
2019-01-09T16:15:00.000Z   0  6.400 //
2019-01-09T16:30:00.000Z 100  6.107 //
2019-01-09T16:45:00.000Z  70  6.050 //
2019-01-09T17:00:00.000Z  70  6.050 //
2019-01-09T17:15:00.000Z  70  5.613 //
2019-01-09T17:45:00.000Z   0  5.900 //
2019-01-09T18:00:00.000Z 100  6.096 //
2019-01-09T18:15:00.000Z 100  6.450 //
2019-01-09T18:30:00.000Z 100  6.850 //
2019-01-09T18:45:00.000Z 100  7.225 //
2019-01-09T19:00:00.000Z 100  7.357 //
2019-01-09T19:15:00.000Z  70  7.425 //
2019-01-09T19:30:00.000Z 100  7.450 //
2019-01-09T19:45:00.000Z 100  7.350 //
2019-01-09T20:00:00.000Z 100  7.250 //
2019-01-09T20:15:00.000Z 100  7.250 //
2019-01-09T20:30:00.000Z 100  7.250 //
2019-01-09T20:45:00.000Z   0  7.200 //
2019-01-09T21:00:00.000Z 100  7.550 //
2019-01-09T21:15:00.000Z 100  7.450 //
2019-01-09T21:30:00.000Z  70  7.350 //
2019-01-09T21:45:00.000Z 100  7.350 //
2019-01-09T22:00:00.000Z 100  6.950 //
2019-01-09T22:15:00.000Z 100  6.750 //
2019-01-09T22:30:00.000Z 100  6.700 //
2019-01-09T22:45:00.000Z 100  6.850 //
2019-01-09T23:00:00.000Z  70  7.000 //
2019-01-09T23:15:00.000Z  70  7.100 //
2019-01-09T23:30:00.000Z  70  6.800 //
2019-01-09T23:45:00.000Z  70  6.800 //
2019-01-10T00:00:00.000Z 100  6.700 //
2019-01-10T00:15:00.000Z 100  6.800 //
2019-01-10T00:30:00.000Z 100  5.800 //
2019-01-10T00:45:00.000Z 100  5.500 //
2019-01-10T01:00:00.000Z 100  4.800 //
2019-01-10T01:15:00.000Z 100  4.900 //
2019-01-10T01:30:00.000Z 100  4.500 //
2019-01-10T01:45:00.000Z 100  4.200 //
2019-01-10T02:00:00.000Z 100  4.000 //
2019-01-10T02:15:00.000Z 100  3.400 //
2019-01-10T02:30:00.000Z 100  3.300 //
2019-01-10T03:00:00.000Z 100  4.700 //
2019-01-10T03:15:00.000Z 100  4.200 //
2019-01-10T03:30:00.000Z 100  3.900 //
2019-01-10T03:45:00.000Z 100  4.100 //
2019-01-10T04:00:00.000Z 100  3.400 //
2019-01-10T10:45:00.000Z 100  2.500 //
2019-01-10T11:00:00.000Z 100  3.650 //
2019-01-10T11:15:00.000Z 100  4.250 //
2019-01-10T11:30:00.000Z 100  4.550 //
2019-01-10T11:45:00.000Z 100  4.704 //
2019-01-10T12:00:00.000Z 100  4.702 //
2019-01-10T12:15:00.000Z 100  4.950 //
2019-01-10T12:30:00.000Z 100  5.001 //
2019-01-10T12:45:00.000Z 100  4.950 //
2019-01-10T13:00:00.000Z 100  5.250 //
2019-01-10T13:15:00.000Z 100  5.304 //
2019-01-10T13:30:00.000Z 100  5.507 //
2019-01-10T14:00:00.000Z 100  5.604 //
2019-01-10T14:15:00.000Z 100  5.950 //
2019-01-10T14:30:00.000Z 100  6.025 //
2019-01-10T14:45:00.000Z 100  6.150 //
2019-01-10T15:00:00.000Z  70  6.307 //
2019-01-10T15:15:00.000Z 100  6.325 //
2019-01-10T15:30:00.000Z 100  6.350 //
2019-01-10T15:45:00.000Z  70  6.150 //
2019-01-10T16:00:00.000Z  70  5.350 //
2019-01-10T16:15:00.000Z  70  5.350 //
2019-01-10T16:30:00.000Z  70  5.450 //
2019-01-10T16:45:00.000Z 100  4.450 //
2019-01-10T17:00:00.000Z  70  5.350 //
2019-01-10T17:15:00.000Z  70  5.450 //
2019-01-10T17:30:00.000Z  70  5.350 //
2019-01-10T17:45:00.000Z  70  5.550 //
2019-01-10T18:00:00.000Z  70  5.750 //
2019-01-10T18:15:00.000Z  70  5.750 //
2019-01-10T18:30:00.000Z  70  5.925 //
2019-01-10T18:45:00.000Z 100  6.095 //
2019-01-10T19:00:00.000Z 100  6.350 //
2019-01-10T19:15:00.000Z  70  6.450 //
2019-01-10T19:30:00.000Z 100  6.650 //
2019-01-10T19:45:00.000Z  70  6.750 //
2019-01-10T20:00:00.000Z 100  6.850 //
2019-01-10T20:15:00.000Z  70  6.850 //
2019-01-10T20:30:00.000Z 100  6.913 //
2019-01-10T20:45:00.000Z  70  6.913 //
2019-01-10T21:00:00.000Z  70  6.904 //
2019-01-10T21:15:00.000Z 100  6.850 //
2019-01-10T21:30:00.000Z 100  6.850 //
2019-01-10T21:45:00.000Z 100  6.950 //
2019-01-10T22:00:00.000Z 100  6.950 //
2019-01-10T22:15:00.000Z 100  7.250 //
2019-01-10T22:30:00.000Z 100  7.250 //
2019-01-10T22:45:00.000Z 100  7.450 //
2019-01-10T23:00:00.000Z  70  7.000 //
2019-01-10T23:15:00.000Z 100  7.250 //
2019-01-10T23:30:00.000Z 100  7.600 //
2019-01-10T23:45:00.000Z  70  7.600 //
2019-01-11T00:00:00.000Z 100  7.200 //
2019-01-11T00:15:00.000Z 100  7.200 //
2019-01-11T00:30:00.000Z 100  6.700 //
2019-01-11T00:45:00.000Z 100  6.400 //
2019-01-11T01:00:00.000Z 100  6.000 //
2019-01-11T01:15:00.000Z 100  8.900 //
2019-01-11T01:30:00.000Z 100  7.500 //
2019-01-11T01:45:00.000Z 100  7.200 //
2019-01-11T02:00:00.000Z 100  6.800 //
2019-01-11T02:30:00.000Z 100  5.800 //
2019-01-11T02:45:00.000Z 100  5.800 //
2019-01-11T03:00:00.000Z 100  5.400 //
2019-01-11T03:15:00.000Z 100  5.400 //
2019-01-11T03:30:00.000Z 100  5.700 //
2019-01-11T03:45:00.000Z 100  4.800 //
2019-01-11T04:00:00.000Z 100  4.300 //
2019-01-11T04:15:00.000Z 100  3.900 //
2019-01-11T04:30:00.000Z 100  5.600 //
2019-01-11T05:00:00.000Z 100  5.500 //
2019-01-11T05:15:00.000Z 100  5.800 //
2019-01-11T05:30:00.000Z 100  5.100 //
2019-01-11T05:45:00.000Z 100  4.800 //
2019-01-11T06:00:00.000Z 100  4.400 //
2019-01-11T06:15:00.000Z 100  4.600 //
2019-01-11T06:30:00.000Z 100  4.300 //
2019-01-11T06:45:00.000Z 100  3.900 //
2019-01-11T07:00:00.000Z 100  3.700 //
2019-01-11T07:30:00.000Z   0  3.000 //
2019-01-11T07:45:00.000Z 100  3.100 //
2019-01-11T08:00:00.000Z 100  3.100 //
2019-01-11T08:30:00.000Z 100  2.800 //
2019-01-11T08:45:00.000Z   0  2.700 //
2019-01-11T09:30:00.000Z 100  3.100 //
2019-01-11T10:00:00.000Z 100  3.200 //
2019-01-11T10:15:00.000Z 100  2.900 //
2019-01-11T10:45:00.000Z  70  2.800 //
2019-01-11T11:00:00.000Z 100  3.300 //
2019-01-11T11:15:00.000Z  70  4.150 //
2019-01-11T11:30:00.000Z 100  4.050 //
2019-01-11T11:45:00.000Z 100  4.450 //
2019-01-11T12:00:00.000Z 100  4.702 //
2019-01-11T12:15:00.000Z 100  5.250 //
2019-01-11T12:30:00.000Z 100  5.507 //
2019-01-11T12:45:00.000Z 100  5.225 //
2019-01-11T13:00:00.000Z 100  4.950 //
2019-01-11T13:15:00.000Z 100  4.950 //
2019-01-11T13:30:00.000Z 100  5.304 //
2019-01-11T13:45:00.000Z  70  5.304 //
2019-01-11T14:00:00.000Z  70  5.407 //
2019-01-11T14:15:00.000Z 100  5.650 //
2019-01-11T14:30:00.000Z 100  5.750 //
2019-01-11T14:45:00.000Z  70  5.650 //
2019-01-11T15:00:00.000Z  70  5.750 //
2019-01-11T15:15:00.000Z 100  5.701 //
2019-01-11T15:30:00.000Z  70  5.950 //
2019-01-11T15:45:00.000Z 100  6.425 //
2019-01-11T16:00:00.000Z 100  6.550 //
2019-01-11T16:15:00.000Z   0  6.600 //
2019-01-11T16:30:00.000Z  70  6.450 //
2019-01-11T16:45:00.000Z 100  6.050 //
2019-01-11T17:00:00.000Z  70  5.950 //
2019-01-11T17:15:00.000Z   0  5.700 //
2019-01-11T17:30:00.000Z  70  5.950 //
2019-01-11T17:45:00.000Z 100  6.050 //
2019-01-11T18:00:00.000Z   0  6.100 //
2019-01-11T18:15:00.000Z  70  6.450 //
2019-01-11T18:30:00.000Z  70  6.601 //
2019-01-11T18:45:00.000Z  70  6.550 //
2019-01-11T19:00:00.000Z 100  6.850 //
2019-01-11T19:15:00.000Z 100  7.050 //
2019-01-11T19:30:00.000Z 100  7.450 //
2019-01-11T19:45:00.000Z  70  7.807 //
2019-01-11T20:00:00.000Z  70  8.263 //
2019-01-11T20:15:00.000Z 100  8.450 //
2019-01-11T20:30:00.000Z 100  8.507 //
2019-01-11T20:45:00.000Z 100  8.625 //
2019-01-11T21:00:00.000Z 100  8.525 //
2019-01-11T21:15:00.000Z  70  7.750 //
2019-01-11T21:30:00.000Z 100  7.350 //
2019-01-11T21:45:00.000Z 100  7.250 //
2019-01-11T22:00:00.000Z 100  7.050 //
2019-01-11T22:15:00.000Z 100  6.950 //
2019-01-11T22:30:00.000Z 100  6.950 //
2019-01-11T22:45:00.000Z 100  7.050 //
2019-01-11T23:00:00.000Z 100  7.050 //
2019-01-11T23:15:00.000Z 100  7.050 //
2019-01-11T23:30:00.000Z 100  6.900 //
2019-01-11T23:45:00.000Z 100  6.800 //
2019-01-12T00:00:00.000Z 100  6.800 //
2019-01-12T00:15:00.000Z 100  6.600 //
2019-01-12T00:30:00.000Z 100  6.100 //
2019-01-12T00:45:00.000Z 100  5.700 //
2019-01-12T01:00:00.000Z 100  5.300 //
2019-01-12T01:15:00.000Z 100  4.700 //
2019-01-12T01:30:00.000Z 100  4.400 //
2019-01-12T01:45:00.000Z 100  4.500 //
2019-01-12T02:00:00.000Z 100  4.200 //
2019-01-12T02:15:00.000Z 100  3.700 //
2019-01-12T02:30:00.000Z 100  3.300 //
2019-01-12T02:45:00.000Z 100  3.100 //
2019-01-12T03:15:00.000Z 100  3.500 //
2019-01-12T03:30:00.000Z 100  4.200 //
2019-01-12T03:45:00.000Z 100  4.600 //
2019-01-12T04:00:00.000Z 100  5.600 //
2019-01-12T04:15:00.000Z 100  5.500 //
2019-01-12T04:30:00.000Z 100  5.100 //
2019-01-12T04:45:00.000Z 100  4.200 //
2019-01-12T05:00:00.000Z 100  3.300 //
2019-01-12T05:15:00.000Z 100  3.000 //
2019-01-12T05:30:00.000Z 100  3.000 //
2019-01-12T05:45:00.000Z 100  3.000 //
2019-01-12T06:00:00.000Z 100  2.800 //
2019-01-12T06:15:00.000Z 100  2.800 //
2019-01-12T06:30:00.000Z 100  2.800 //
2019-01-12T06:45:00.000Z 100  2.700 //
2019-01-12T07:00:00.000Z 100  2.600 //
