DayOfYear,Hour,foF2,Longitude,Latitude,F10.7
6,20,5.663,288.5,42.6,
6,21,5.6,288.5,42.6,
6,22,5.6,288.5,42.6,
6,23,3.9,288.5,42.6,
6,24,2.95,288.5,42.6,
7,1,2.35,288.5,42.6,
7,2,2.35,288.5,42.6,
7,3,2.7,288.5,42.6,
7,4,2.6,288.5,42.6,
7,5,1.95,288.5,42.6,
7,6,3.5,288.5,42.6,
7,7,3.6,288.5,42.6,
7,8,2.4,288.5,42.6,
7,9,2.35,288.5,42.6,
7,10,2.85,288.5,42.6,
7,11,2.55,288.5,42.6,
7,12,2.0,288.5,42.6,
7,13,2.7,288.5,42.6,
7,14,5.1,288.5,42.6,
7,15,5.063,288.5,42.6,
7,16,4.913,288.5,42.6,
7,17,5.075,288.5,42.6,
7,18,5.275,288.5,42.6,
7,19,5.175,288.5,42.6,
7,20,5.513,288.5,42.6,
7,21,4.925,288.5,42.6,
7,22,4.707,288.5,42.6,
7,23,3.2,288.5,42.6,
7,24,2.35,288.5,42.6,
8,1,2.2,288.5,42.6,
8,4,2.2,288.5,42.6,
8,5,2.4,288.5,42.6,
8,6,2.9,288.5,42.6,
8,7,3.0,288.5,42.6,
8,8,2.8,288.5,42.6,
8,9,3.3,288.5,42.6,
8,10,3.6,288.5,42.6,
8,11,2.9,288.5,42.6,
8,12,3.15,288.5,42.6,
8,13,3.45,288.5,42.6,
8,14,4.606,288.5,42.6,
8,15,4.863,288.5,42.6,
8,16,4.625,288.5,42.6,
8,17,5.575,288.5,42.6,
8,18,5.225,288.5,42.6,
8,19,5.375,288.5,42.6,
8,20,5.125,288.5,42.6,
8,21,4.625,288.5,42.6,
8,22,4.375,288.5,42.6,
8,23,3.3,288.5,42.6,
8,24,2.6,288.5,42.6,
9,1,2.45,288.5,42.6,
9,2,2.25,288.5,42.6,
9,3,2.6,288.5,42.6,
9,4,2.7,288.5,42.6,
9,5,2.4,288.5,42.6,
9,6,2.95,288.5,42.6,
9,7,3.4,288.5,42.6,
9,8,3.55,288.5,42.6,
9,9,2.15,288.5,42.6,
9,10,2.2,288.5,42.6,
9,11,2.0,288.5,42.6,
9,12,2.0,288.5,42.6,
9,13,2.6,288.5,42.6,
9,14,4.763,288.5,42.6,
9,15,4.863,288.5,42.6,
9,16,4.825,288.5,42.6,
9,17,4.925,288.5,42.6,
9,18,5.275,288.5,42.6,
9,19,5.275,288.5,42.6,
9,20,4.875,288.5,42.6,
9,21,4.75,288.5,42.6,
9,22,4.413,288.5,42.6,
9,23,3.4,288.5,42.6,
9,24,2.75,288.5,42.6,
10,1,2.2,288.5,42.6,
10,2,2.15,288.5,42.6,
10,3,2.25,288.5,42.6,
10,4,2.45,288.5,42.6,
10,5,2.35,288.5,42.6,
10,6,2.4,288.5,42.6,
10,7,2.65,288.5,42.6,
10,8,3.05,288.5,42.6,
10,9,3.3,288.5,42.6,
10,10,2.65,288.5,42.6,
10,11,2.55,288.5,42.6,
10,12,2.1,288.5,42.6,
10,13,2.55,288.5,42.6,
10,14,4.163,288.5,42.6,
10,15,4.625,288.5,42.6,
10,16,4.925,288.5,42.6,
10,17,5.575,288.5,42.6,
10,18,5.275,288.5,42.6,
10,19,5.125,288.5,42.6,
10,20,5.025,288.5,42.6,
10,21,4.6,288.5,42.6,
10,22,4.25,288.5,42.6,
10,23,3.45,288.5,42.6,
10,24,2.8,288.5,42.6,
11,4,2.2,288.5,42.6,
11,5,2.85,288.5,42.6,
11,6,3.05,288.5,42.6,
11,7,3.15,288.5,42.6,
11,8,3.1,288.5,42.6,
11,9,2.65,288.5,42.6,
11,10,2.35,288.5,42.6,
11,11,2.85,288.5,42.6,
11,12,2.55,288.5,42.6,
11,13,3.25,288.5,42.6,
11,14,4.275,288.5,42.6,
11,15,5.1,288.5,42.6,
11,16,5.85,288.5,42.6,
11,17,5.513,288.5,42.6,
11,18,5.65,288.5,42.6,
11,19,5.1,288.5,42.6,
11,20,5.5,288.5,42.6,
11,21,5.15,288.5,42.6,
11,22,5.15,288.5,42.6,
11,23,3.65,288.5,42.6,
11,24,2.75,288.5,42.6,
12,1,2.2,288.5,42.6,
12,2,2.1,288.5,42.6,
12,3,2.15,288.5,42.6,
12,4,2.4,288.5,42.6,
12,5,2.85,288.5,42.6,
12,6,3.5,288.5,42.6,
12,7,3.8,288.5,42.6,
12,8,3.45,288.5,42.6,
12,9,3.25,288.5,42.6,
12,10,2.9,288.5,42.6,
12,11,2.9,288.5,42.6,
12,12,2.95,288.5,42.6,
12,13,3.25,288.5,42.6,
12,14,4.325,288.5,42.6,
12,15,5.3,288.5,42.6,
12,16,5.05,288.5,42.6,
12,17,6.463,288.5,42.6,
12,18,5.375,288.5,42.6,
12,19,5.075,288.5,42.6,
12,20,5.05,288.5,42.6,
12,21,4.65,288.5,42.6,
12,22,4.0,288.5,42.6,
12,23,3.65,288.5,42.6,
12,24,3.05,288.5,42.6,
13,1,2.55,288.5,42.6,
13,2,2.15,288.5,42.6,
13,3,2.3,288.5,42.6,
13,4,2.4,288.5,42.6,
13,5,2.7,288.5,42.6,
13,6,3.1,288.5,42.6,
13,7,3.25,288.5,42.6,
13,8,3.5,288.5,42.6,
13,9,3.65,288.5,42.6,
13,10,3.5,288.5,42.6,
13,11,3.15,288.5,42.6,
13,12,2.75,288.5,42.6,
13,13,3.05,288.5,42.6,
13,14,4.463,288.5,42.6,
13,15,5.325,288.5,42.6,
13,16,5.175,288.5,42.6,
13,17,5.375,288.5,42.6,
13,18,5.275,288.5,42.6,
13,19,5.525,288.5,42.6,
13,20,5.525,288.5,42.6,
13,21,5.35,288.5,42.6,
13,22,4.45,288.5,42.6,
13,23,3.2,288.5,42.6,
13,24,2.4,288.5,42.6,
14,1,2.1,288.5,42.6,
14,2,1.9,288.5,42.6,
14,3,1.9,288.5,42.6,
14,4,2.0,288.5,42.6,
14,5,2.25,288.5,42.6,
14,6,3.0,288.5,42.6,
14,7,3.65,288.5,42.6,
14,8,4.0,288.5,42.6,
14,9,3.9,288.5,42.6,
14,10,3.0,288.5,42.6,
14,11,3.25,288.5,42.6,
14,12,2.45,288.5,42.6,
14,13,3.05,288.5,42.6,
14,14,4.563,288.5,42.6,
14,15,4.813,288.5,42.6,
14,16,5.413,288.5,42.6,
14,17,6.125,288.5,42.6,
14,18,5.575,288.5,42.6,
14,19,5.125,288.5,42.6,
14,20,5.475,288.5,42.6,
14,21,5.325,288.5,42.6,
14,22,4.375,288.5,42.6,
14,23,3.6,288.5,42.6,
14,24,2.95,288.5,42.6,
15,1,2.7,288.5,42.6,
15,2,2.55,288.5,42.6,
15,3,2.35,288.5,42.6,
15,4,2.7,288.5,42.6,
15,5,3.3,288.5,42.6,
15,6,3.2,288.5,42.6,
15,7,3.45,288.5,42.6,
15,8,3.65,288.5,42.6,
15,9,3.9,288.5,42.6,
15,10,3.75,288.5,42.6,
15,11,3.5,288.5,42.6,
15,12,3.45,288.5,42.6,
15,13,3.6,288.5,42.6,
15,14,4.3,288.5,42.6,
15,15,4.7,288.5,42.6,
15,16,5.25,288.5,42.6,
15,17,5.475,288.5,42.6,
15,18,5.175,288.5,42.6,
15,19,5.175,288.5,42.6,
15,20,5.254,288.5,42.6,
15,21,4.875,288.5,42.6,
15,22,4.4,288.5,42.6,
15,23,4.0,288.5,42.6,
15,24,3.9,288.5,42.6,
16,1,3.0,288.5,42.6,
16,2,2.5,288.5,42.6,
16,3,2.95,288.5,42.6,
16,4,3.15,288.5,42.6,
16,5,3.65,288.5,42.6,
16,6,3.7,288.5,42.6,
16,7,3.85,288.5,42.6,
16,8,3.85,288.5,42.6,
16,9,4.0,288.5,42.6,
16,10,3.7,288.5,42.6,
16,11,3.5,288.5,42.6,
16,12,3.1,288.5,42.6,
16,13,3.0,288.5,42.6,
16,14,4.513,288.5,42.6,
16,15,4.725,288.5,42.6,
16,16,4.925,288.5,42.6,
16,17,5.825,288.5,42.6,
16,18,6.113,288.5,42.6,
16,19,5.363,288.5,42.6,
16,20,5.2,288.5,42.6,
16,21,4.925,288.5,42.6,
16,22,4.463,288.5,42.6,
16,23,4.1,288.5,42.6,
16,24,3.45,288.5,42.6,
17,1,3.95,288.5,42.6,
17,2,4.0,288.5,42.6,
17,3,3.45,288.5,42.6,
17,4,3.0,288.5,42.6,
17,5,3.7,288.5,42.6,
17,6,3.35,288.5,42.6,
17,7,3.6,288.5,42.6,
17,8,3.6,288.5,42.6,
17,9,2.65,288.5,42.6,
17,10,3.4,288.5,42.6,
17,11,3.6,288.5,42.6,
17,12,3.25,288.5,42.6,
17,13,3.3,288.5,42.6,
17,14,4.263,288.5,42.6,
17,15,4.425,288.5,42.6,
17,16,5.625,288.5,42.6,
17,17,5.75,288.5,42.6,
17,18,5.075,288.5,42.6,
17,19,5.438,288.5,42.6,
17,20,5.425,288.5,42.6,
17,21,5.25,288.5,42.6,
17,22,4.95,288.5,42.6,
17,23,3.2,288.5,42.6,
17,24,3.05,288.5,42.6,
18,1,2.8,288.5,42.6,
18,2,2.5,288.5,42.6,
18,3,2.25,288.5,42.6,
18,4,2.45,288.5,42.6,
18,5,2.65,288.5,42.6,
18,6,3.0,288.5,42.6,
18,7,3.4,288.5,42.6,
18,8,3.3,288.5,42.6,
18,9,3.3,288.5,42.6,
18,10,3.25,288.5,42.6,
18,11,3.05,288.5,42.6,
18,12,2.75,288.5,42.6,
18,13,3.0,288.5,42.6,
18,14,4.125,288.5,42.6,
18,15,4.675,288.5,42.6,
18,16,4.95,288.5,42.6,
18,17,5.225,288.5,42.6,
18,18,5.85,288.5,42.6,
18,19,5.1,288.5,42.6,
18,20,5.575,288.5,42.6,
18,21,5.375,288.5,42.6,
18,22,4.813,288.5,42.6,
18,23,3.6,288.5,42.6,
18,24,3.15,288.5,42.6,
19,1,2.3,288.5,42.6,
19,2,2.15,288.5,42.6,
19,5,2.5,288.5,42.6,
19,6,2.25,288.5,42.6,
19,7,2.0,288.5,42.6,
19,8,3.25,288.5,42.6,
19,9,3.8,288.5,42.6,
19,10,2.95,288.5,42.6,
19,11,2.9,288.5,42.6,
19,12,2.65,288.5,42.6,
19,13,3.0,288.5,42.6,
19,14,4.225,288.5,42.6,
19,15,4.825,288.5,42.6,
19,16,5.05,288.5,42.6,
19,17,5.475,288.5,42.6,
19,18,5.425,288.5,42.6,
19,19,4.875,288.5,42.6,
19,20,4.825,288.5,42.6,
19,21,5.5,288.5,42.6,
19,22,5.05,288.5,42.6,
19,23,3.15,288.5,42.6,
20,2,1.95,288.5,42.6,
20,3,2.35,288.5,42.6,
20,4,2.65,288.5,42.6,
20,5,3.05,288.5,42.6,
20,6,3.25,288.5,42.6,
20,7,3.5,288.5,42.6,
20,8,3.8,288.5,42.6,
20,9,3.4,288.5,42.6,
20,10,2.65,288.5,42.6,
20,11,2.65,288.5,42.6,
20,12,2.35,288.5,42.6,
20,13,2.85,288.5,42.6,
20,14,4.012,288.5,42.6,
20,15,4.875,288.5,42.6,
20,16,5.5,288.5,42.6,
20,17,5.6,288.5,42.6,
20,18,4.888,288.5,42.6,
20,19,5.1,288.5,42.6,
20,20,4.925,288.5,42.6,
20,21,5.05,288.5,42.6,
20,22,4.4,288.5,42.6,
20,23,3.9,288.5,42.6,
20,24,2.7,288.5,42.6,
21,1,2.7,288.5,42.6,
21,2,2.45,288.5,42.6,
21,3,2.65,288.5,42.6,
21,5,2.95,288.5,42.6,
21,6,3.1,288.5,42.6,
21,7,3.35,288.5,42.6,
21,8,3.25,288.5,42.6,
21,9,3.0,288.5,42.6,
21,10,2.95,288.5,42.6,
21,11,2.4,288.5,42.6,
21,12,2.25,288.5,42.6,
21,13,2.75,288.5,42.6,
21,14,4.55,288.5,42.6,
21,15,4.75,288.5,42.6,
21,16,4.363,288.5,42.6,
21,17,5.35,288.5,42.6,
21,18,5.325,288.5,42.6,
21,19,4.85,288.5,42.6,
21,20,4.775,288.5,42.6,
21,21,4.925,288.5,42.6,
21,22,4.513,288.5,42.6,
21,23,3.3,288.5,42.6,
21,24,2.2,288.5,42.6,
22,1,1.95,288.5,42.6,
22,2,2.05,288.5,42.6,
22,4,2.6,288.5,42.6,
22,5,3.0,288.5,42.6,
22,6,2.8,288.5,42.6,
22,7,2.9,288.5,42.6,
22,8,3.3,288.5,42.6,
22,9,3.45,288.5,42.6,
22,10,2.7,288.5,42.6,
22,11,2.1,288.5,42.6,
22,12,1.9,288.5,42.6,
22,13,2.75,288.5,42.6,
22,14,4.25,288.5,42.6,
22,15,4.8,288.5,42.6,
22,16,5.175,288.5,42.6,
22,17,5.375,288.5,42.6,
22,18,5.075,288.5,42.6,
22,19,5.025,288.5,42.6,
22,20,5.213,288.5,42.6,
22,21,4.7,288.5,42.6,
22,22,5.1,288.5,42.6,
22,23,4.05,288.5,42.6,
22,24,2.9,288.5,42.6,
23,1,2.75,288.5,42.6,
23,2,2.3,288.5,42.6,
23,3,2.35,288.5,42.6,
23,4,2.75,288.5,42.6,
23,5,2.75,288.5,42.6,
23,6,3.1,288.5,42.6,
23,7,3.05,288.5,42.6,
23,8,3.0,288.5,42.6,
23,9,3.1,288.5,42.6,
23,10,2.7,288.5,42.6,
23,11,2.55,288.5,42.6,
23,12,2.2,288.5,42.6,
23,13,2.75,288.5,42.6,
23,14,4.225,288.5,42.6,
23,15,5.675,288.5,42.6,
23,16,5.775,288.5,42.6,
23,17,5.75,288.5,42.6,
23,18,5.425,288.5,42.6,
23,19,5.875,288.5,42.6,
23,20,5.525,288.5,42.6,
23,21,5.231,288.5,42.6,
23,22,4.85,288.5,42.6,
23,23,3.75,288.5,42.6,
23,24,2.95,288.5,42.6,
24,1,2.3,288.5,42.6,
24,2,2.3,288.5,42.6,
24,3,2.65,288.5,42.6,
24,4,3.2,288.5,42.6,
24,5,3.8,288.5,42.6,
24,6,3.3,288.5,42.6,
24,7,3.6,288.5,42.6,
24,8,3.7,288.5,42.6,
24,9,2.95,288.5,42.6,
24,10,2.6,288.5,42.6,
24,11,2.2,288.5,42.6,
24,12,2.0,288.5,42.6,
24,13,2.6,288.5,42.6,
24,14,3.602,288.5,42.6,
24,15,4.275,288.5,42.6,
24,16,4.35,288.5,42.6,
24,17,5.025,288.5,42.6,
24,18,5.225,288.5,42.6,
24,19,4.863,288.5,42.6,
24,20,4.75,288.5,42.6,
24,21,5.125,288.5,42.6,
24,22,4.663,288.5,42.6,
24,23,3.55,288.5,42.6,
24,24,3.3,288.5,42.6,
25,1,2.3,288.5,42.6,
25,2,2.1,288.5,42.6,
25,3,2.1,288.5,42.6,
25,4,2.6,288.5,42.6,
25,5,3.15,288.5,42.6,
25,6,3.4,288.5,42.6,
25,7,3.2,288.5,42.6,
25,8,3.7,288.5,42.6,
25,9,3.65,288.5,42.6,
25,10,2.9,288.5,42.6,
25,11,2.45,288.5,42.6,
25,12,2.05,288.5,42.6,
25,13,3.0,288.5,42.6,
25,14,4.763,288.5,42.6,
25,15,4.825,288.5,42.6,
25,16,5.325,288.5,42.6,
25,17,5.8,288.5,42.6,
25,18,5.925,288.5,42.6,
25,19,5.925,288.5,42.6,
25,20,5.075,288.5,42.6,
25,21,4.825,288.5,42.6,
25,22,4.875,288.5,42.6,
25,23,3.75,288.5,42.6,
25,24,2.65,288.5,42.6,
26,1,2.4,288.5,42.6,
26,2,2.0,288.5,42.6,
26,3,2.15,288.5,42.6,
26,4,2.0,288.5,42.6,
26,5,2.55,288.5,42.6,
26,6,2.65,288.5,42.6,
26,7,2.85,288.5,42.6,
26,8,2.75,288.5,42.6,
26,9,2.8,288.5,42.6,
26,10,2.65,288.5,42.6,
26,11,2.35,288.5,42.6,
26,12,2.1,288.5,42.6,
26,13,2.95,288.5,42.6,
26,14,4.613,288.5,42.6,
26,15,4.825,288.5,42.6,
26,16,5.175,288.5,42.6,
26,17,4.975,288.5,42.6,
26,18,5.875,288.5,42.6,
26,19,5.175,288.5,42.6,
26,20,5.075,288.5,42.6,
26,21,5.225,288.5,42.6,
26,22,5.313,288.5,42.6,
26,23,5.15,288.5,42.6,
26,24,3.15,288.5,42.6,
27,1,2.7,288.5,42.6,
27,2,2.05,288.5,42.6,
27,3,2.5,288.5,42.6,
27,4,2.35,288.5,42.6,
27,5,2.45,288.5,42.6,
27,6,2.95,288.5,42.6,
27,7,3.2,288.5,42.6,
27,8,3.25,288.5,42.6,
27,9,3.05,288.5,42.6,
27,10,2.9,288.5,42.6,
27,11,2.55,288.5,42.6,
27,12,2.45,288.5,42.6,
27,13,3.0,288.5,42.6,
27,14,4.7,288.5,42.6,
27,15,5.063,288.5,42.6,
27,16,5.275,288.5,42.6,
27,17,4.925,288.5,42.6,
27,18,5.875,288.5,42.6,
27,19,4.925,288.5,42.6,
27,20,5.525,288.5,42.6,
27,21,4.954,288.5,42.6,
27,22,4.413,288.5,42.6,
27,23,3.5,288.5,42.6,
27,24,3.6,288.5,42.6,
28,1,2.55,288.5,42.6,
28,5,1.9,288.5,42.6,
28,6,2.05,288.5,42.6,
28,7,2.15,288.5,42.6,
28,8,2.25,288.5,42.6,
28,9,2.3,288.5,42.6,
28,10,2.25,288.5,42.6,
28,11,2.2,288.5,42.6,
28,12,2.2,288.5,42.6,
28,13,2.95,288.5,42.6,
28,14,5.057,288.5,42.6,
28,15,4.85,288.5,42.6,
28,16,4.975,288.5,42.6,
28,17,5.075,288.5,42.6,
28,18,5.2,288.5,42.6,
28,19,5.007,288.5,42.6,
28,20,5.2,288.5,42.6,
28,21,5.113,288.5,42.6,
28,22,4.913,288.5,42.6,
28,23,4.1,288.5,42.6,
28,24,2.65,288.5,42.6,
29,1,2.15,288.5,42.6,
29,2,2.1,288.5,42.6,
29,3,2.1,288.5,42.6,
29,4,2.05,288.5,42.6,
29,5,2.2,288.5,42.6,
29,6,2.5,288.5,42.6,
29,7,2.45,288.5,42.6,
29,8,2.7,288.5,42.6,
29,9,3.05,288.5,42.6,
29,10,3.1,288.5,42.6,
29,11,2.9,288.5,42.6,
29,12,2.35,288.5,42.6,
29,13,3.5,288.5,42.6,
29,14,4.65,288.5,42.6,
29,15,4.975,288.5,42.6,
29,16,5.663,288.5,42.6,
29,17,5.425,288.5,42.6,
29,18,4.925,288.5,42.6,
29,19,4.5,288.5,42.6,
29,20,5.9,288.5,42.6,
29,21,5.275,288.5,42.6,
29,22,5.2,288.5,42.6,
29,23,3.85,288.5,42.6,
29,24,2.75,288.5,42.6,
30,1,2.05,288.5,42.6,
30,2,2.0,288.5,42.6,
30,3,1.9,288.5,42.6,
30,4,2.1,288.5,42.6,
30,5,2.0,288.5,42.6,
30,6,2.4,288.5,42.6,
30,7,2.6,288.5,42.6,
30,8,2.6,288.5,42.6,
30,9,2.75,288.5,42.6,
30,10,2.45,288.5,42.6,
30,11,2.05,288.5,42.6,
30,12,2.0,288.5,42.6,
30,13,3.2,288.5,42.6,
30,14,4.713,288.5,42.6,
30,15,4.475,288.5,42.6,
30,16,4.775,288.5,42.6,
30,17,4.725,288.5,42.6,
30,18,5.075,288.5,42.6,
30,19,5.075,288.5,42.6,
30,20,5.125,288.5,42.6,
30,21,4.925,288.5,42.6,
30,22,4.175,288.5,42.6,
30,23,4.05,288.5,42.6,
30,24,3.0,288.5,42.6,
31,1,2.35,288.5,42.6,
31,2,2.2,288.5,42.6,
31,3,2.25,288.5,42.6,
31,4,2.15,288.5,42.6,
31,5,2.05,288.5,42.6,
31,6,2.2,288.5,42.6,
31,7,2.35,288.5,42.6,
31,8,2.6,288.5,42.6,
31,9,2.4,288.5,42.6,
31,10,2.25,288.5,42.6,
31,11,2.0,288.5,42.6,
31,12,2.0,288.5,42.6,
31,13,3.0,288.5,42.6,
31,14,4.225,288.5,42.6,
31,15,4.425,288.5,42.6,
31,16,4.625,288.5,42.6,
31,17,4.807,288.5,42.6,
31,18,6.125,288.5,42.6,
31,19,5.225,288.5,42.6,
31,20,5.725,288.5,42.6,
31,21,5.25,288.5,42.6,
31,22,5.1,288.5,42.6,
31,23,4.05,288.5,42.6,
31,24,3.55,288.5,42.6,
32,1,3.6,288.5,42.6,
32,2,3.0,288.5,42.6,
32,3,2.45,288.5,42.6,
32,4,2.7,288.5,42.6,
32,5,2.95,288.5,42.6,
32,6,3.35,288.5,42.6,
32,7,3.2,288.5,42.6,
32,8,3.75,288.5,42.6,
32,9,3.5,288.5,42.6,
32,10,3.65,288.5,42.6,
32,11,3.35,288.5,42.6,
32,12,2.9,288.5,42.6,
32,13,2.9,288.5,42.6,
32,14,4.075,288.5,42.6,
32,15,4.725,288.5,42.6,
32,16,4.65,288.5,42.6,
32,17,5.075,288.5,42.6,
32,18,5.925,288.5,42.6,
32,19,5.675,288.5,42.6,
32,20,5.525,288.5,42.6,
32,21,5.125,288.5,42.6,
32,22,4.3,288.5,42.6,
32,23,4.45,288.5,42.6,
32,24,3.15,288.5,42.6,
33,1,2.7,288.5,42.6,
33,2,2.1,288.5,42.6,
33,3,2.15,288.5,42.6,
33,4,2.65,288.5,42.6,
33,5,3.45,288.5,42.6,
33,6,3.75,288.5,42.6,
33,7,4.25,288.5,42.6,
33,8,4.25,288.5,42.6,
33,9,3.6,288.5,42.6,
33,10,3.85,288.5,42.6,
33,11,3.6,288.5,42.6,
33,12,2.35,288.5,42.6,
33,13,3.1,288.5,42.6,
33,14,4.425,288.5,42.6,
33,15,5.113,288.5,42.6,
33,16,5.625,288.5,42.6,
33,17,5.65,288.5,42.6,
33,18,5.675,288.5,42.6,
33,19,5.913,288.5,42.6,
33,20,5.375,288.5,42.6,
33,21,5.65,288.5,42.6,
33,22,5.463,288.5,42.6,
33,23,4.9,288.5,42.6,
33,24,4.3,288.5,42.6,
34,1,2.6,288.5,42.6,
34,2,2.05,288.5,42.6,
34,3,2.2,288.5,42.6,
34,4,2.75,288.5,42.6,
34,5,3.25,288.5,42.6,
34,6,3.3,288.5,42.6,
34,7,3.2,288.5,42.6,
34,8,2.3,288.5,42.6,
34,9,3.3,288.5,42.6,
34,10,3.65,288.5,42.6,
34,11,3.95,288.5,42.6,
34,12,3.2,288.5,42.6,
34,13,3.55,288.5,42.6,
34,14,4.375,288.5,42.6,
34,15,4.775,288.5,42.6,
34,16,4.925,288.5,42.6,
34,17,5.125,288.5,42.6,
34,18,5.5,288.5,42.6,
34,19,5.202,288.5,42.6,
34,20,5.3,288.5,42.6,
34,21,5.025,288.5,42.6,
34,22,4.825,288.5,42.6,
34,23,4.4,288.5,42.6,
34,24,2.8,288.5,42.6,
35,1,2.2,288.5,42.6,
35,2,2.45,288.5,42.6,
35,3,2.2,288.5,42.6,
35,4,2.45,288.5,42.6,
35,5,2.1,288.5,42.6,
35,6,3.3,288.5,42.6,
35,7,2.4,288.5,42.6,
35,8,2.4,288.5,42.6,
35,9,2.85,288.5,42.6,
35,10,2.45,288.5,42.6,
35,11,2.3,288.5,42.6,
35,12,2.15,288.5,42.6,
35,13,3.55,288.5,42.6,
35,14,4.45,288.5,42.6,
35,15,4.975,288.5,42.6,
35,16,5.325,288.5,42.6,
35,17,5.457,288.5,42.6,
35,18,5.3,288.5,42.6,
35,19,5.475,288.5,42.6,
